source_db,term_id,term_name,p_adj,significant,description,term_size,query_size,overlap,effective_domain_size,precision,recall,query,parents
REAC,REAC:R-HSA-162582,Signal Transduction,0.004263041300882982,True,Signal Transduction,2558,10,9,11004,0.9,0.003518373729476153,query_1,['REAC:0000000']
GO:BP,GO:0034599,cellular response to oxidative stress,0.004293570541885417,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:mah]",247,10,4,21026,0.4,0.016194331983805668,query_1,"['GO:0006979', 'GO:0062197']"
GO:BP,GO:2000147,positive regulation of cell motility,0.004349868652237997,True,"""Any process that activates or increases the frequency, rate or extent of cell motility."" [GOC:mah]",587,10,5,21026,0.5,0.008517887563884156,query_1,"['GO:0040017', 'GO:0048522', 'GO:0048870', 'GO:2000145']"
GO:BP,GO:1901988,negative regulation of cell cycle phase transition,0.004362953194274798,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",248,10,4,21026,0.4,0.016129032258064516,query_1,"['GO:0010948', 'GO:0044770', 'GO:1901987']"
GO:BP,GO:1902533,positive regulation of intracellular signal transduction,0.004410354975449363,True,"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1113,10,6,21026,0.6,0.005390835579514825,query_1,"['GO:0009967', 'GO:0035556', 'GO:1902531']"
KEGG,KEGG:04115,p53 signaling pathway,0.004488521529039504,True,p53 signaling pathway,74,10,3,8484,0.3,0.04054054054054054,query_1,['KEGG:00000']
GO:BP,GO:0048762,mesenchymal cell differentiation,0.004648841116676147,True,"""The process in which a relatively unspecialized cell acquires specialized features of a mesenchymal cell. A mesenchymal cell is a loosely associated cell that is part of the connective tissue in an organism. Mesenchymal cells give rise to more mature connective tissue cell types."" [GOC:dph, GOC:jid]",252,10,4,21026,0.4,0.015873015873015872,query_1,"['GO:0030154', 'GO:0060485']"
REAC,REAC:R-HSA-8943724,Regulation of PTEN gene transcription,0.004699797357735423,True,Regulation of PTEN gene transcription,59,10,3,11004,0.3,0.05084745762711865,query_1,['REAC:R-HSA-6807070']
GO:BP,GO:0044773,mitotic DNA damage checkpoint signaling,0.004849068477626694,True,"""A signal transduction process involved in mitotic DNA damage checkpoint."" [GOC:mtg_cell_cycle, GOC:TermGenie]",70,10,3,21026,0.3,0.04285714285714286,query_1,"['GO:0000077', 'GO:0044774']"
GO:BP,GO:0048468,cell development,0.004910295183696676,True,"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]",2876,10,8,21026,0.8,0.0027816411682892906,query_1,"['GO:0030154', 'GO:0048856', 'GO:0048869']"
GO:BP,GO:0009790,embryo development,0.004942694025245513,True,"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]",1135,10,6,21026,0.6,0.0052863436123348016,query_1,['GO:0007275']
GO:BP,GO:0045927,positive regulation of growth,0.004948411165238641,True,"""Any process that activates or increases the rate or extent of growth, the increase in size or mass of all or part of an organism."" [GOC:go_curators]",256,10,4,21026,0.4,0.015625,query_1,"['GO:0040007', 'GO:0040008', 'GO:0048518']"
GO:BP,GO:0040017,positive regulation of locomotion,0.00496207185934955,True,"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]",603,10,5,21026,0.5,0.008291873963515755,query_1,"['GO:0040011', 'GO:0040012', 'GO:0048518']"
GO:BP,GO:0048729,tissue morphogenesis,0.005421015026170853,True,"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]",614,10,5,21026,0.5,0.008143322475570033,query_1,"['GO:0009653', 'GO:0009888']"
GO:BP,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,0.005506843251527958,True,"""Any process that modulates the frequency, rate or extent of phosphatidylinositol 3-kinase/protein kinase B signal transduction."" [GOC:ai]",263,10,4,21026,0.4,0.015209125475285171,query_1,"['GO:0043491', 'GO:1902531']"
GO:BP,GO:0044774,mitotic DNA integrity checkpoint signaling,0.005736603604965964,True,"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during mitosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]",74,10,3,21026,0.3,0.04054054054054054,query_1,"['GO:0007093', 'GO:0031570']"
GO:BP,GO:0010721,negative regulation of cell development,0.005846213818783426,True,"""Any process that decreases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]",267,10,4,21026,0.4,0.0149812734082397,query_1,"['GO:0045596', 'GO:0048468', 'GO:0060284']"
GO:MF,GO:0030297,transmembrane receptor protein tyrosine kinase activator activity,0.006038599251844855,True,"""Binds to and increases the activity of a transmembrane receptor protein tyrosine kinase."" [GOC:mah]",18,10,2,20246,0.2,0.1111111111111111,query_1,"['GO:0004714', 'GO:0030296', 'GO:0030546']"
GO:CC,GO:0005635,nuclear envelope,0.006187950493478695,True,"""The double lipid bilayer that encloses the nucleus, separating its contents from the cytoplasm. It consists of an inner and outer nuclear membrane, with an intermembrane space (20-40 nm wide, also called the perinuclear space) between them. The envelope is supported by the nuclear lamina and contains nuclear pore complexes, which regulate molecular transport."" [ISBN:0198547684, PMID:16164970]",519,10,4,22149,0.4,0.007707129094412331,query_1,"['GO:0005634', 'GO:0012505', 'GO:0031967']"
GO:CC,GO:0005654,nucleoplasm,0.006323424773939298,True,"""That part of the nuclear content other than the chromosomes or the nucleolus."" [GOC:ma, ISBN:0124325653]",4255,10,8,22149,0.8,0.0018801410105757932,query_1,"['GO:0031981', 'GO:0110165']"
GO:BP,GO:0048518,positive regulation of biological process,0.006371776717936919,True,"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",6264,10,10,21026,1.0,0.0015964240102171138,query_1,"['GO:0008150', 'GO:0050789']"
KEGG,KEGG:04014,Ras signaling pathway,0.006482930710418129,True,Ras signaling pathway,235,10,4,8484,0.4,0.01702127659574468,query_1,['KEGG:00000']
GO:BP,GO:0032870,cellular response to hormone stimulus,0.006538791609285038,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:mah]",638,10,5,21026,0.5,0.007836990595611285,query_1,"['GO:0009725', 'GO:0070887', 'GO:0071495']"
GO:BP,GO:0010628,positive regulation of gene expression,0.007238715130734596,True,"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",1212,10,6,21026,0.6,0.0049504950495049506,query_1,"['GO:0010467', 'GO:0010468', 'GO:0010557']"
GO:BP,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,0.007259849439000415,True,"""Any process that modulates the frequency, rate or extent of cyclin-dependent protein serine/threonine kinase activity."" [GOC:go_curators, GOC:pr]",80,10,3,21026,0.3,0.0375,query_1,['GO:0071900']
GO:BP,GO:0006260,DNA replication,0.007360920322564484,True,"""The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by the origin recognition complex, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA."" [GOC:mah]",283,10,4,21026,0.4,0.014134275618374558,query_1,['GO:0006259']
REAC,REAC:R-HSA-8939211,ESR-mediated signaling,0.007455590348338285,True,ESR-mediated signaling,215,10,4,11004,0.4,0.018604651162790697,query_1,['REAC:R-HSA-9006931']
KEGG,KEGG:04211,Longevity regulating pathway,0.007790362886375121,True,Longevity regulating pathway,89,10,3,8484,0.3,0.033707865168539325,query_1,['KEGG:00000']
GO:BP,GO:1902532,negative regulation of intracellular signal transduction,0.007831016965937352,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",662,10,5,21026,0.5,0.0075528700906344415,query_1,"['GO:0009968', 'GO:0035556', 'GO:1902531']"
GO:BP,GO:0048589,developmental growth,0.007888922414037457,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]",663,10,5,21026,0.5,0.007541478129713424,query_1,"['GO:0032502', 'GO:0040007']"
GO:BP,GO:0010948,negative regulation of cell cycle process,0.007997796838960965,True,"""Any process that decreases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",289,10,4,21026,0.4,0.01384083044982699,query_1,"['GO:0010564', 'GO:0022402', 'GO:0045786']"
GO:BP,GO:0048513,animal organ development,0.00844036488530166,True,"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]",3085,10,8,21026,0.8,0.002593192868719611,query_1,['GO:0048856']
GO:BP,GO:1902031,regulation of NADP metabolic process,0.008507120603455869,True,"""Any process that modulates the frequency, rate or extent of NADP metabolic process."" [GOC:TermGenie, PMID:23334421]",9,10,2,21026,0.2,0.2222222222222222,query_1,"['GO:0006739', 'GO:1900542']"
GO:BP,GO:0045792,negative regulation of cell size,0.008507120603455869,True,"""Any process that reduces cell size."" [GOC:go_curators]",9,10,2,21026,0.2,0.2222222222222222,query_1,['GO:0008361']
REAC,REAC:R-HSA-9009391,Extra-nuclear estrogen signaling,0.008568629138977287,True,Extra-nuclear estrogen signaling,72,10,3,11004,0.3,0.041666666666666664,query_1,['REAC:R-HSA-8939211']
REAC,REAC:R-HSA-449147,Signaling by Interleukins,0.00857188400331591,True,Signaling by Interleukins,476,10,5,11004,0.5,0.01050420168067227,query_1,['REAC:R-HSA-1280215']
GO:BP,GO:0040011,locomotion,0.008861297636061824,True,"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]",1255,10,6,21026,0.6,0.004780876494023904,query_1,['GO:0008150']
GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II,0.008902307086614481,True,"""Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:go_curators, GOC:txnOH]",1256,10,6,21026,0.6,0.004777070063694267,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045893']"
GO:BP,GO:0060255,regulation of macromolecule metabolic process,0.009112506501003835,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",6492,10,10,21026,1.0,0.0015403573629081946,query_1,"['GO:0019222', 'GO:0043170']"
GO:BP,GO:0040029,epigenetic regulation of gene expression,0.009148866475243224,True,"""A process that modulates the frequency, rate or extent of gene expression through chromatin remodeling either by modifying higher order chromatin fiber structure, nucleosomal histones, or cytosine methylation of DNA. Once established, this regulation may be maintained over many cell divisions. It can also be heritable in the absence of the instigating signal."" [PMID:10521337, PMID:11498582, PMID:22243696, PMID:34414474]",299,10,4,21026,0.4,0.013377926421404682,query_1,"['GO:0006338', 'GO:0010468']"
GO:BP,GO:0070371,ERK1 and ERK2 cascade,0.009148866475243224,True,"""A MAPK cascade containing at least the ERK1 or ERK2 MAP kinases. It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and of ERK1 or ERK2. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier. The ERK1/ERK2 cascade is activated by mitogens, growth factors, G protein-coupled receptors, and results in cellular responses such as cell proliferation, cell differentiation and development."" [PMID:20811974, PMID:23125017, PMID:28903453]",299,10,4,21026,0.4,0.013377926421404682,query_1,['GO:0000165']
GO:BP,GO:0023052,signaling,0.009440773492916337,True,"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]",6515,10,10,21026,1.0,0.0015349194167306216,query_1,['GO:0050789']
GO:BP,GO:0001666,response to hypoxia,0.009516940848967738,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]",302,10,4,21026,0.4,0.013245033112582781,query_1,"['GO:0006950', 'GO:0036293']"
GO:BP,GO:0001892,embryonic placenta development,0.009677141023834403,True,"""The embryonically driven process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."" [GOC:add, ISBN:068340007X]",88,10,3,21026,0.3,0.03409090909090909,query_1,"['GO:0001701', 'GO:0001890', 'GO:0048568']"
GO:BP,GO:0007154,cell communication,0.009809623489926655,True,"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]",6540,10,10,21026,1.0,0.0015290519877675841,query_1,['GO:0009987']
REAC,REAC:R-HSA-157118,Signaling by NOTCH,0.009884467811125203,True,Signaling by NOTCH,231,10,4,11004,0.4,0.017316017316017316,query_1,['REAC:R-HSA-162582']
GO:BP,GO:0048511,rhythmic process,0.009895876523355393,True,"""Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism."" [GOC:jid]",305,10,4,21026,0.4,0.013114754098360656,query_1,['GO:0008150']
GO:BP,GO:0010605,negative regulation of macromolecule metabolic process,0.010082477925520429,True,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3157,10,8,21026,0.8,0.0025340513145391194,query_1,"['GO:0009892', 'GO:0043170', 'GO:0060255']"
GO:BP,GO:0048145,regulation of fibroblast proliferation,0.010354867578516185,True,"""Any process that modulates the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]",90,10,3,21026,0.3,0.03333333333333333,query_1,"['GO:0042127', 'GO:0048144']"
GO:BP,GO:1903689,"regulation of wound healing, spreading of epidermal cells",0.010631203089675719,True,"""Any process that modulates the frequency, rate or extent of wound healing, spreading of epidermal cells."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:18394891]",10,10,2,21026,0.2,0.2,query_1,"['GO:0030334', 'GO:0035313', 'GO:0061041']"
GO:CC,GO:0000803,sex chromosome,0.010635959301034368,True,"""A chromosome involved in sex determination."" [GOC:elh]",33,10,2,22149,0.2,0.06060606060606061,query_1,['GO:0005694']
GO:BP,GO:0097193,intrinsic apoptotic signaling pathway,0.010823452665748034,True,"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP)."" [GOC:mtg_apoptosis, GOC:yaf, PMID:11919192, PMID:17340152, PMID:18852119]",312,10,4,21026,0.4,0.01282051282051282,query_1,"['GO:0035556', 'GO:0097190']"
KEGG,KEGG:04933,AGE-RAGE signaling pathway in diabetic complications,0.011016779524252611,True,AGE-RAGE signaling pathway in diabetic complications,100,10,3,8484,0.3,0.03,query_1,['KEGG:00000']
GO:BP,GO:0046889,positive regulation of lipid biosynthetic process,0.011063276027165005,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids."" [GOC:ai]",92,10,3,21026,0.3,0.03260869565217391,query_1,"['GO:0008610', 'GO:0009891', 'GO:0045834', 'GO:0046890']"
GO:BP,GO:0010507,negative regulation of autophagy,0.011429191583441954,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm."" [GOC:dph, GOC:tb]",93,10,3,21026,0.3,0.03225806451612903,query_1,"['GO:0006914', 'GO:0009895', 'GO:0010506']"
KEGG,KEGG:04914,Progesterone-mediated oocyte maturation,0.011683536495301463,True,Progesterone-mediated oocyte maturation,102,10,3,8484,0.3,0.029411764705882353,query_1,['KEGG:00000']
GO:CC,GO:0005783,endoplasmic reticulum,0.011807203625432484,True,"""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]",2095,10,6,22149,0.6,0.002863961813842482,query_1,"['GO:0005737', 'GO:0012505', 'GO:0043231']"
GO:BP,GO:0019216,regulation of lipid metabolic process,0.011960706528578108,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]",320,10,4,21026,0.4,0.0125,query_1,"['GO:0006629', 'GO:0080090']"
GO:BP,GO:0032774,RNA biosynthetic process,0.011963079797082415,True,"""The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."" [GOC:mah, GOC:txnOH]",6671,10,10,21026,1.0,0.00149902563333833,query_1,"['GO:0016070', 'GO:0141187']"
GO:BP,GO:0009416,response to light stimulus,0.0124091723904617,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]",323,10,4,21026,0.4,0.01238390092879257,query_1,['GO:0009314']
GO:BP,GO:0008610,lipid biosynthetic process,0.012527395476800863,True,"""The chemical reactions and pathways resulting in the formation of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [GOC:go_curators]",729,10,5,21026,0.5,0.006858710562414266,query_1,"['GO:0006629', 'GO:0009058']"
REAC,REAC:R-HSA-69202,Cyclin E associated events during G1/S transition ,0.012662866701456296,True,Cyclin E associated events during G1/S transition ,82,10,3,11004,0.3,0.036585365853658534,query_1,['REAC:R-HSA-69206']
GO:BP,GO:0033135,regulation of peptidyl-serine phosphorylation,0.01297284400535195,True,"""Any process that modulates the frequency, rate or extent of the phosphorylation of peptidyl-serine."" [GOC:mah]",97,10,3,21026,0.3,0.030927835051546393,query_1,"['GO:0001932', 'GO:0018105']"
GO:BP,GO:0051094,positive regulation of developmental process,0.013118235517765644,True,"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",1343,10,6,21026,0.6,0.004467609828741623,query_1,"['GO:0032502', 'GO:0048518', 'GO:0050793']"
GO:BP,GO:0033555,multicellular organismal response to stress,0.013379164088869761,True,"""Any process that results in a change in state or activity of a multicellular organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",98,10,3,21026,0.3,0.030612244897959183,query_1,"['GO:0006950', 'GO:0032501']"
GO:BP,GO:0007275,multicellular organism development,0.01353253858803196,True,"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]",4727,10,9,21026,0.9,0.001903955997461392,query_1,"['GO:0032501', 'GO:0048856']"
REAC,REAC:R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,0.013611263762442198,True,Cyclin A:Cdk2-associated events at S phase entry,84,10,3,11004,0.3,0.03571428571428571,query_1,['REAC:R-HSA-69242']
KEGG,KEGG:04931,Insulin resistance,0.013840251846956367,True,Insulin resistance,108,10,3,8484,0.3,0.027777777777777776,query_1,['KEGG:00000']
GO:BP,GO:0141187,nucleic acid biosynthetic process,0.014111053575919364,True,"""The biosynthetic process resulting in the formation of a nucleic acid."" [GOC:dph, GOC:tb]",6782,10,10,21026,1.0,0.001474491300501327,query_1,"['GO:0009059', 'GO:0034654', 'GO:0090304']"
GO:BP,GO:0071229,cellular response to acid chemical,0.014216864636555445,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of the dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:mah, Wikipedia:Acid]",100,10,3,21026,0.3,0.03,query_1,"['GO:0001101', 'GO:0070887']"
GO:BP,GO:0031647,regulation of protein stability,0.014328516290524057,True,"""Any process that affects the structure and integrity of a protein, altering the likelihood of its degradation or aggregation."" [GOC:dph, GOC:mah, GOC:tb]",335,10,4,21026,0.4,0.011940298507462687,query_1,['GO:0065008']
GO:BP,GO:0090398,cellular senescence,0.014648408190687426,True,"""A cell aging process stimulated in response to cellular stress, whereby normal cells lose the ability to divide through irreversible cell cycle arrest."" [GOC:BHF, PMID:28682291]",101,10,3,21026,0.3,0.0297029702970297,query_1,"['GO:0009987', 'GO:0033554']"
GO:BP,GO:0006629,lipid metabolic process,0.016068075707684842,True,"""The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."" [GOC:ma]",1391,10,6,21026,0.6,0.004313443565780014,query_1,['GO:0044238']
GO:BP,GO:0016070,RNA metabolic process,0.01612438704714604,True,"""The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]",6873,10,10,21026,1.0,0.0014549687181725592,query_1,['GO:0090304']
GO:BP,GO:2001252,positive regulation of chromosome organization,0.016461103023834883,True,"""Any process that activates or increases the frequency, rate or extent of chromosome organization."" [GOC:obol]",105,10,3,21026,0.3,0.02857142857142857,query_1,"['GO:0010638', 'GO:0033044', 'GO:0051276']"
GO:CC,GO:0031967,organelle envelope,0.016686457029972273,True,"""A double membrane structure enclosing an organelle, including two lipid bilayers and the region between them. In some cases, an organelle envelope may have more than two membranes."" [GOC:mah, GOC:pz]",1329,10,5,22149,0.5,0.003762227238525207,query_1,"['GO:0043227', 'GO:0043229', 'GO:0110165']"
GO:BP,GO:0010717,regulation of epithelial to mesenchymal transition,0.016936312911409183,True,"""Any process that modulates the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:BHF, GOC:dph, GOC:tb]",106,10,3,21026,0.3,0.02830188679245283,query_1,"['GO:0001837', 'GO:0045595']"
GO:BP,GO:0014013,regulation of gliogenesis,0.016936312911409183,True,"""Any process that modulates the frequency, rate or extent of gliogenesis, the formation of mature glia."" [GOC:ef]",106,10,3,21026,0.3,0.02830188679245283,query_1,"['GO:0042063', 'GO:0050767']"
REAC,REAC:R-HSA-69278,"Cell Cycle, Mitotic",0.01704870679200029,True,"Cell Cycle, Mitotic",549,10,5,11004,0.5,0.009107468123861567,query_1,['REAC:R-HSA-1640170']
GO:MF,GO:0019902,phosphatase binding,0.01705081508441124,True,"""Binding to a phosphatase."" [GOC:jl]",191,10,3,20246,0.3,0.015706806282722512,query_1,['GO:0019899']
GO:BP,GO:0010639,negative regulation of organelle organization,0.01741275998878328,True,"""Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]",352,10,4,21026,0.4,0.011363636363636364,query_1,"['GO:0006996', 'GO:0033043', 'GO:0051129']"
GO:BP,GO:0062014,negative regulation of small molecule metabolic process,0.017420499383756692,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of a small molecule metabolic process."" [GOC:vw]",107,10,3,21026,0.3,0.028037383177570093,query_1,"['GO:0009892', 'GO:0044281', 'GO:0062012']"
REAC,REAC:R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,0.017870420860645844,True,Regulation of TP53 Activity through Phosphorylation,92,10,3,11004,0.3,0.03260869565217391,query_1,['REAC:R-HSA-5633007']
REAC,REAC:R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",0.017870420860645844,True,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",92,10,3,11004,0.3,0.03260869565217391,query_1,['REAC:R-HSA-199418']
KEGG,KEGG:04722,Neurotrophin signaling pathway,0.017982567337318442,True,Neurotrophin signaling pathway,118,10,3,8484,0.3,0.025423728813559324,query_1,['KEGG:00000']
GO:BP,GO:0031571,mitotic G1 DNA damage checkpoint signaling,0.01841339783885886,True,"""A signal transduction process that contributes to a mitotic cell cycle G1/S transition DNA damage checkpoint."" [GOC:mtg_cell_cycle]",13,10,2,21026,0.2,0.15384615384615385,query_1,"['GO:0044773', 'GO:0044819']"
GO:BP,GO:0048144,fibroblast proliferation,0.01841612563075344,True,"""The multiplication or reproduction of fibroblast cells, resulting in the expansion of the fibroblast population."" [GOC:jid]",109,10,3,21026,0.3,0.027522935779816515,query_1,['GO:0008283']
REAC,REAC:R-HSA-6804759,Regulation of TP53 Activity through Association with Co-factors,0.01847539626251168,True,Regulation of TP53 Activity through Association with Co-factors,14,10,2,11004,0.2,0.14285714285714285,query_1,['REAC:R-HSA-5633007']
REAC,REAC:R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,0.01847539626251168,True,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,14,10,2,11004,0.2,0.14285714285714285,query_1,['REAC:R-HSA-6791312']
KEGG,KEGG:04935,"Growth hormone synthesis, secretion and action",0.018897090004730416,True,"Growth hormone synthesis, secretion and action",120,10,3,8484,0.3,0.025,query_1,['KEGG:00000']
GO:BP,GO:0009895,negative regulation of catabolic process,0.01923133608497682,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]",361,10,4,21026,0.4,0.0110803324099723,query_1,"['GO:0009056', 'GO:0009892', 'GO:0009894']"
