term_name,p_value,z_score,combined_score,overlapping_genes,p_adj,lib
Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041),0.015395641764484845,73.92592592592592,308.5424792813036,['BRCA1'],0.02419315134419047,GO_Biological_Process_2023
Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052),0.015395641764484845,73.92592592592592,308.5424792813036,['PTEN'],0.02419315134419047,GO_Biological_Process_2023
Regulation Of Protein Autophosphorylation (GO:0031952),0.015395641764484845,73.92592592592592,308.5424792813036,['VEGFA'],0.02419315134419047,GO_Biological_Process_2023
Modulation Of Excitatory Postsynaptic Potential (GO:0098815),0.015395641764484845,73.92592592592592,308.5424792813036,['PTEN'],0.02419315134419047,GO_Biological_Process_2023
Response To Estradiol (GO:0032355),0.015395641764484845,73.92592592592592,308.5424792813036,['EGFR'],0.02419315134419047,GO_Biological_Process_2023
Negative Regulation Of DNA Biosynthetic Process (GO:2000279),0.015395641764484845,73.92592592592592,308.5424792813036,['TP53'],0.02419315134419047,GO_Biological_Process_2023
Negative Regulation Of Cell-Matrix Adhesion (GO:0001953),0.015395641764484845,73.92592592592592,308.5424792813036,['PTEN'],0.02419315134419047,GO_Biological_Process_2023
Positive Regulation Of Telomere Maintenance Via Telomerase (GO:0032212),0.015888705824063775,71.53763440860214,296.3193797028303,['MAPK1'],0.024661610880295306,GO_Biological_Process_2023
Cellular Nitrogen Compound Biosynthetic Process (GO:0044271),0.015888705824063775,71.53763440860214,296.3193797028303,['AKT1'],0.024661610880295306,GO_Biological_Process_2023
Phosphatidylinositol 3-Kinase Signaling (GO:0014065),0.015888705824063775,71.53763440860214,296.3193797028303,['PTEN'],0.024661610880295306,GO_Biological_Process_2023
Muscle Cell Development (GO:0055001),0.015888705824063775,71.53763440860214,296.3193797028303,['VEGFA'],0.024661610880295306,GO_Biological_Process_2023
Respiratory System Development (GO:0060541),0.015888705824063775,71.53763440860214,296.3193797028303,['VEGFA'],0.024661610880295306,GO_Biological_Process_2023
Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),0.015888705824063775,71.53763440860214,296.3193797028303,['PTEN'],0.024661610880295306,GO_Biological_Process_2023
Negative Regulation Of Epithelial Cell Migration (GO:0010633),0.016381547690707304,69.29861111111111,284.9281499305533,['PTEN'],0.024967057624993662,GO_Biological_Process_2023
Positive Regulation Of Nitrogen Compound Metabolic Process (GO:0051173),0.016381547690707304,69.29861111111111,284.9281499305533,['AKT1'],0.024967057624993662,GO_Biological_Process_2023
Vasculogenesis (GO:0001570),0.016381547690707304,69.29861111111111,284.9281499305533,['VEGFA'],0.024967057624993662,GO_Biological_Process_2023
Positive Regulation Of Protein Dephosphorylation (GO:0035307),0.016381547690707304,69.29861111111111,284.9281499305533,['MTOR'],0.024967057624993662,GO_Biological_Process_2023
Positive Regulation Of Reproductive Process (GO:2000243),0.016381547690707304,69.29861111111111,284.9281499305533,['VEGFA'],0.024967057624993662,GO_Biological_Process_2023
Lung Development (GO:0030324),0.016381547690707304,69.29861111111111,284.9281499305533,['VEGFA'],0.024967057624993662,GO_Biological_Process_2023
Protein K63-linked Deubiquitination (GO:0070536),0.016381547690707304,69.29861111111111,284.9281499305533,['BRCA1'],0.024967057624993662,GO_Biological_Process_2023
Regulation Of Sprouting Angiogenesis (GO:1903670),0.016381547690707304,69.29861111111111,284.9281499305533,['VEGFA'],0.024967057624993662,GO_Biological_Process_2023
Signal Transduction By P53 Class Mediator (GO:0072331),0.016381547690707304,69.29861111111111,284.9281499305533,['TP53'],0.024967057624993662,GO_Biological_Process_2023
Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815),0.016874167453351394,67.1952861952862,274.2892350890436,['TP53'],0.02536137246949249,GO_Biological_Process_2023
Histone Deubiquitination (GO:0016578),0.016874167453351394,67.1952861952862,274.2892350890436,['BRCA1'],0.02536137246949249,GO_Biological_Process_2023
Positive Regulation Of Transcription By RNA Polymerase I (GO:0045943),0.016874167453351394,67.1952861952862,274.2892350890436,['MTOR'],0.02536137246949249,GO_Biological_Process_2023
Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924),0.016874167453351394,67.1952861952862,274.2892350890436,['VEGFA'],0.02536137246949249,GO_Biological_Process_2023
Response To Estrogen (GO:0043627),0.016874167453351394,67.1952861952862,274.2892350890436,['BRCA1'],0.02536137246949249,GO_Biological_Process_2023
Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913),0.016874167453351394,67.1952861952862,274.2892350890436,['MTOR'],0.02536137246949249,GO_Biological_Process_2023
Negative Regulation Of Cell Cycle Process (GO:0010948),0.016874167453351394,67.1952861952862,274.2892350890436,['TP53'],0.02536137246949249,GO_Biological_Process_2023
Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358),0.017366565196546502,65.2156862745098,264.33277144453854,['MAPK1'],0.02574457614097421,GO_Biological_Process_2023
Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332),0.017366565196546502,65.2156862745098,264.33277144453854,['TP53'],0.02574457614097421,GO_Biological_Process_2023
Cellular Response To Amino Acid Stimulus (GO:0071230),0.017366565196546502,65.2156862745098,264.33277144453854,['MTOR'],0.02574457614097421,GO_Biological_Process_2023
Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389),0.017366565196546502,65.2156862745098,264.33277144453854,['CDK2'],0.02574457614097421,GO_Biological_Process_2023
Dendrite Morphogenesis (GO:0048813),0.017366565196546502,65.2156862745098,264.33277144453854,['PTEN'],0.02574457614097421,GO_Biological_Process_2023
Response To Nutrient Levels (GO:0031667),0.017366565196546502,65.2156862745098,264.33277144453854,['MTOR'],0.02574457614097421,GO_Biological_Process_2023
Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807),0.017366565196546502,65.2156862745098,264.33277144453854,['PTEN'],0.02574457614097421,GO_Biological_Process_2023
Organelle Organization (GO:0006996),0.017549264410293093,11.763221153846153,47.55568284612004,"['MYC', 'MTOR']",0.025964701145053525,GO_Biological_Process_2023
"DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)",0.017858741011932532,63.34920634920635,254.99716559529233,['TP53'],0.026066893130878444,GO_Biological_Process_2023
Regulation Of Glucose Import (GO:0046324),0.017858741011932532,63.34920634920635,254.99716559529233,['AKT1'],0.026066893130878444,GO_Biological_Process_2023
Negative Regulation Of Protein Kinase B Signaling (GO:0051898),0.017858741011932532,63.34920634920635,254.99716559529233,['PTEN'],0.026066893130878444,GO_Biological_Process_2023
Positive Regulation Of Phospholipase C Activity (GO:0010863),0.017858741011932532,63.34920634920635,254.99716559529233,['EGFR'],0.026066893130878444,GO_Biological_Process_2023
Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010799),0.017858741011932532,63.34920634920635,254.99716559529233,['MAPK1'],0.026066893130878444,GO_Biological_Process_2023
Lytic Vacuole Organization (GO:0080171),0.017858741011932532,63.34920634920635,254.99716559529233,['MTOR'],0.026066893130878444,GO_Biological_Process_2023
Regulation Of Receptor Internalization (GO:0002090),0.017858741011932532,63.34920634920635,254.99716559529233,['VEGFA'],0.026066893130878444,GO_Biological_Process_2023
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),0.01835069498318965,61.58641975308642,246.22791539772206,['PTEN'],0.026479424890191908,GO_Biological_Process_2023
Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873),0.01835069498318965,61.58641975308642,246.22791539772206,['MYC'],0.026479424890191908,GO_Biological_Process_2023
Negative Regulation Of Transferase Activity (GO:0051348),0.01835069498318965,61.58641975308642,246.22791539772206,['TP53'],0.026479424890191908,GO_Biological_Process_2023
Regulation Of p38MAPK Cascade (GO:1900744),0.01835069498318965,61.58641975308642,246.22791539772206,['VEGFA'],0.026479424890191908,GO_Biological_Process_2023
Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666),0.01835069498318965,61.58641975308642,246.22791539772206,['MTOR'],0.026479424890191908,GO_Biological_Process_2023
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),0.01835069498318965,61.58641975308642,246.22791539772206,['PTEN'],0.026479424890191908,GO_Biological_Process_2023
G2/M Transition Of Mitotic Cell Cycle (GO:0000086),0.018842427200939708,59.91891891891892,237.97662594437213,['CDK2'],0.026983777821723093,GO_Biological_Process_2023
Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209),0.018842427200939708,59.91891891891892,237.97662594437213,['TP53'],0.026983777821723093,GO_Biological_Process_2023
Membrane Assembly (GO:0071709),0.018842427200939708,59.91891891891892,237.97662594437213,['PTEN'],0.026983777821723093,GO_Biological_Process_2023
Regulation Of Telomere Maintenance (GO:0032204),0.018842427200939708,59.91891891891892,237.97662594437213,['MYC'],0.026983777821723093,GO_Biological_Process_2023
Positive Regulation Of Lipid Biosynthetic Process (GO:0046889),0.019333937749796665,58.33918128654971,230.20018425524987,['MTOR'],0.027428894863730218,GO_Biological_Process_2023
Negative Regulation Of Mitochondrion Organization (GO:0010823),0.019333937749796665,58.33918128654971,230.20018425524987,['AKT1'],0.027428894863730218,GO_Biological_Process_2023
Negative Regulation Of Transport (GO:0051051),0.019333937749796665,58.33918128654971,230.20018425524987,['PTEN'],0.027428894863730218,GO_Biological_Process_2023
Regulation Of Mitochondrial Membrane Potential (GO:0051881),0.019333937749796665,58.33918128654971,230.20018425524987,['AKT1'],0.027428894863730218,GO_Biological_Process_2023
Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),0.019333937749796665,58.33918128654971,230.20018425524987,['AKT1'],0.027428894863730218,GO_Biological_Process_2023
Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),0.019825226718581047,56.84045584045584,222.86006355256757,['PTEN'],0.027813950239192264,GO_Biological_Process_2023
Regulation Of Glycolytic Process (GO:0006110),0.019825226718581047,56.84045584045584,222.86006355256757,['MTOR'],0.027813950239192264,GO_Biological_Process_2023
Negative Regulation Of Protein Localization (GO:1903828),0.019825226718581047,56.84045584045584,222.86006355256757,['MTOR'],0.027813950239192264,GO_Biological_Process_2023
Positive Regulation Of Wound Healing (GO:0090303),0.019825226718581047,56.84045584045584,222.86006355256757,['MTOR'],0.027813950239192264,GO_Biological_Process_2023
Cell Cycle G2/M Phase Transition (GO:0044839),0.019825226718581047,56.84045584045584,222.86006355256757,['CDK2'],0.027813950239192264,GO_Biological_Process_2023
Endothelial Cell Migration (GO:0043542),0.019825226718581047,56.84045584045584,222.86006355256757,['VEGFA'],0.027813950239192264,GO_Biological_Process_2023
Stem Cell Differentiation (GO:0048863),0.02031629419703573,55.416666666666664,215.92173416578154,['TP53'],0.028345711940349485,GO_Biological_Process_2023
Negative Regulation Of Proteolysis (GO:0045861),0.02031629419703573,55.416666666666664,215.92173416578154,['AKT1'],0.028345711940349485,GO_Biological_Process_2023
Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199),0.02031629419703573,55.416666666666664,215.92173416578154,['TP53'],0.028345711940349485,GO_Biological_Process_2023
Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507),0.020678322011277298,10.757709251101321,41.72559739898252,"['BRCA1', 'TP53']",0.028661741313043658,GO_Biological_Process_2023
Stress-Activated MAPK Cascade (GO:0051403),0.02080714026809889,54.06233062330623,209.35416251688034,['MAPK1'],0.028661741313043658,GO_Biological_Process_2023
DNA Recombination (GO:0006310),0.02080714026809889,54.06233062330623,209.35416251688034,['BRCA1'],0.028661741313043658,GO_Biological_Process_2023
Regulation Of Osteoclast Differentiation (GO:0045670),0.02080714026809889,54.06233062330623,209.35416251688034,['MTOR'],0.028661741313043658,GO_Biological_Process_2023
Cellular Response To Glucose Starvation (GO:0042149),0.02080714026809889,54.06233062330623,209.35416251688034,['TP53'],0.028661741313043658,GO_Biological_Process_2023
Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058),0.02080714026809889,54.06233062330623,209.35416251688034,['PTEN'],0.028661741313043658,GO_Biological_Process_2023
Regulation Of Axonogenesis (GO:0050770),0.02080714026809889,54.06233062330623,209.35416251688034,['PTEN'],0.028661741313043658,GO_Biological_Process_2023
Regulation Of Chromosome Organization (GO:0033044),0.0212977650246516,52.77248677248677,203.12938317607103,['MYC'],0.029021550545261336,GO_Biological_Process_2023
Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260),0.0212977650246516,52.77248677248677,203.12938317607103,['VEGFA'],0.029021550545261336,GO_Biological_Process_2023
Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518),0.0212977650246516,52.77248677248677,203.12938317607103,['MAPK1'],0.029021550545261336,GO_Biological_Process_2023
Lysosome Organization (GO:0007040),0.0212977650246516,52.77248677248677,203.12938317607103,['MTOR'],0.029021550545261336,GO_Biological_Process_2023
mRNA Transcription (GO:0009299),0.0212977650246516,52.77248677248677,203.12938317607103,['TP53'],0.029021550545261336,GO_Biological_Process_2023
Positive Regulation Of Cell-Matrix Adhesion (GO:0001954),0.0212977650246516,52.77248677248677,203.12938317607103,['VEGFA'],0.029021550545261336,GO_Biological_Process_2023
Establishment Of Protein Localization To Mitochondrion (GO:0072655),0.021788168551220757,51.542635658914726,197.22213203300186,['AKT1'],0.02953074987567242,GO_Biological_Process_2023
Bone Development (GO:0060348),0.021788168551220757,51.542635658914726,197.22213203300186,['TP53'],0.02953074987567242,GO_Biological_Process_2023
Positive Regulation Of Chemotaxis (GO:0050921),0.021788168551220757,51.542635658914726,197.22213203300186,['VEGFA'],0.02953074987567242,GO_Biological_Process_2023
Negative Regulation Of Response To Biotic Stimulus (GO:0002832),0.022278350937474194,50.36868686868687,191.60953052295554,['AKT1'],0.03008766612374184,GO_Biological_Process_2023
Chromosome Organization (GO:0051276),0.022278350937474194,50.36868686868687,191.60953052295554,['MYC'],0.03008766612374184,GO_Biological_Process_2023
Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),0.022768312266926525,49.24691358024691,186.27081295676348,['EGFR'],0.030586104443534923,GO_Biological_Process_2023
Mitotic G2/M Transition Checkpoint (GO:0044818),0.022768312266926525,49.24691358024691,186.27081295676348,['BRCA1'],0.030586104443534923,GO_Biological_Process_2023
Replication Fork Processing (GO:0031297),0.022768312266926525,49.24691358024691,186.27081295676348,['BRCA1'],0.030586104443534923,GO_Biological_Process_2023
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661),0.023258052635139918,48.17391304347826,181.18709015535833,['AKT1'],0.03102436195091599,GO_Biological_Process_2023
Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796),0.023258052635139918,48.17391304347826,181.18709015535833,['MTOR'],0.03102436195091599,GO_Biological_Process_2023
Response To Organonitrogen Compound (GO:0010243),0.023258052635139918,48.17391304347826,181.18709015535833,['MTOR'],0.03102436195091599,GO_Biological_Process_2023
Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718),0.023258052635139918,48.17391304347826,181.18709015535833,['MTOR'],0.03102436195091599,GO_Biological_Process_2023
Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),0.0237475721230066,47.146572104018915,176.3411440394006,['TP53'],0.03145620810010822,GO_Biological_Process_2023
Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),0.0237475721230066,47.146572104018915,176.3411440394006,['TP53'],0.03145620810010822,GO_Biological_Process_2023
Post-Translational Protein Modification (GO:0043687),0.0237475721230066,47.146572104018915,176.3411440394006,['CDK2'],0.03145620810010822,GO_Biological_Process_2023
Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373),0.0237475721230066,47.146572104018915,176.3411440394006,['PTEN'],0.03145620810010822,GO_Biological_Process_2023
Erythrocyte Differentiation (GO:0030218),0.024236870821197704,46.16203703703704,171.71724838044534,['VEGFA'],0.031937126655015725,GO_Biological_Process_2023
Neurogenesis (GO:0022008),0.024236870821197704,46.16203703703704,171.71724838044534,['EGFR'],0.031937126655015725,GO_Biological_Process_2023
Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154),0.024236870821197704,46.16203703703704,171.71724838044534,['VEGFA'],0.031937126655015725,GO_Biological_Process_2023
Intracellular Iron Ion Homeostasis (GO:0006879),0.02472594881725805,45.21768707482993,167.3010120823387,['MYC'],0.032356888193618726,GO_Biological_Process_2023
Cell Chemotaxis (GO:0060326),0.02472594881725805,45.21768707482993,167.3010120823387,['VEGFA'],0.032356888193618726,GO_Biological_Process_2023
Negative Regulation Of Cell Projection Organization (GO:0031345),0.02472594881725805,45.21768707482993,167.3010120823387,['PTEN'],0.032356888193618726,GO_Biological_Process_2023
Positive Regulation Of Fat Cell Differentiation (GO:0045600),0.02472594881725805,45.21768707482993,167.3010120823387,['AKT1'],0.032356888193618726,GO_Biological_Process_2023
Regulation Of Telomere Maintenance Via Telomerase (GO:0032210),0.02521480619684272,44.31111111111111,163.07924167915206,['MAPK1'],0.0329398242743608,GO_Biological_Process_2023
Negative Regulation Of Innate Immune Response (GO:0045824),0.025703443051659298,43.4400871459695,159.03982037824832,['AKT1'],0.03329166088090343,GO_Biological_Process_2023
Positive Regulation Of Telomere Maintenance (GO:0032206),0.025703443051659298,43.4400871459695,159.03982037824832,['MAPK1'],0.03329166088090343,GO_Biological_Process_2023
Positive Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060261),0.025703443051659298,43.4400871459695,159.03982037824832,['TP53'],0.03329166088090343,GO_Biological_Process_2023
Regulation Of Protein Localization To Nucleus (GO:1900180),0.025703443051659298,43.4400871459695,159.03982037824832,['MTOR'],0.03329166088090343,GO_Biological_Process_2023
Regulation Of Cell Development (GO:0060284),0.025703443051659298,43.4400871459695,159.03982037824832,['AKT1'],0.03329166088090343,GO_Biological_Process_2023
Blood Vessel Morphogenesis (GO:0048514),0.026191859470542787,42.6025641025641,155.17160141847094,['VEGFA'],0.033694273454477924,GO_Biological_Process_2023
Cellular Response To Alcohol (GO:0097306),0.026191859470542787,42.6025641025641,155.17160141847094,['BRCA1'],0.033694273454477924,GO_Biological_Process_2023
Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224),0.026191859470542787,42.6025641025641,155.17160141847094,['EGFR'],0.033694273454477924,GO_Biological_Process_2023
Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117),0.026191859470542787,42.6025641025641,155.17160141847094,['VEGFA'],0.033694273454477924,GO_Biological_Process_2023
Negative Regulation Of Neuron Projection Development (GO:0010977),0.026680055532623963,41.79664570230608,151.46431378315344,['PTEN'],0.03397678212963354,GO_Biological_Process_2023
Negative Regulation Of Protein Catabolic Process (GO:0042177),0.026680055532623963,41.79664570230608,151.46431378315344,['EGFR'],0.03397678212963354,GO_Biological_Process_2023
Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321),0.026680055532623963,41.79664570230608,151.46431378315344,['AKT1'],0.03397678212963354,GO_Biological_Process_2023
Negative Regulation Of Protein Ubiquitination (GO:0031397),0.026680055532623963,41.79664570230608,151.46431378315344,['AKT1'],0.03397678212963354,GO_Biological_Process_2023
Peptidyl-Tyrosine Modification (GO:0018212),0.026680055532623963,41.79664570230608,151.46431378315344,['EGFR'],0.03397678212963354,GO_Biological_Process_2023
Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),0.026680055532623963,41.79664570230608,151.46431378315344,['AKT1'],0.03397678212963354,GO_Biological_Process_2023
Neuron Migration (GO:0001764),0.027168031335252564,41.02057613168724,147.90847858667095,['VEGFA'],0.034482501310128255,GO_Biological_Process_2023
Positive Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042531),0.027168031335252564,41.02057613168724,147.90847858667095,['VEGFA'],0.034482501310128255,GO_Biological_Process_2023
Nucleotide-Excision Repair (GO:0006289),0.027655786962103315,40.27272727272727,144.49533489369063,['TP53'],0.034868342698067135,GO_Biological_Process_2023
Regulation Of Stem Cell Population Maintenance (GO:2000036),0.027655786962103315,40.27272727272727,144.49533489369063,['MYC'],0.034868342698067135,GO_Biological_Process_2023
Cellular Response To Peptide (GO:1901653),0.027655786962103315,40.27272727272727,144.49533489369063,['TP53'],0.034868342698067135,GO_Biological_Process_2023
Positive Regulation Of Cellular Metabolic Process (GO:0031325),0.027655786962103315,40.27272727272727,144.49533489369063,['TP53'],0.034868342698067135,GO_Biological_Process_2023
Signal Transduction In Response To DNA Damage (GO:0042770),0.028143322503235813,39.551587301587304,141.21677360109922,['TP53'],0.035424182056311745,GO_Biological_Process_2023
Positive Regulation Of Mitochondrion Organization (GO:0010822),0.028630638041239193,38.85575048732944,138.06527849839193,['TP53'],0.03591843681537281,GO_Biological_Process_2023
Renal System Development (GO:0072001),0.028630638041239193,38.85575048732944,138.06527849839193,['VEGFA'],0.03591843681537281,GO_Biological_Process_2023
Heart Morphogenesis (GO:0003007),0.02911773367114391,38.18390804597701,135.03387352863817,['VEGFA'],0.03646924068712579,GO_Biological_Process_2023
Negative Regulation Of Peptidase Activity (GO:0010466),0.02960460947305564,37.534839924670436,132.1160756075347,['AKT1'],0.03695707004942308,GO_Biological_Process_2023
protein-DNA Complex Organization (GO:0071824),0.02960460947305564,37.534839924670436,132.1160756075347,['MYC'],0.03695707004942308,GO_Biological_Process_2023
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243),0.030091265543298037,36.907407407407405,129.30585220246812,['AKT1'],0.037380148195357135,GO_Biological_Process_2023
Positive Regulation Of Cell Junction Assembly (GO:1901890),0.030091265543298037,36.907407407407405,129.30585220246812,['VEGFA'],0.037380148195357135,GO_Biological_Process_2023
Negative Regulation Of Autophagy (GO:0010507),0.030091265543298037,36.907407407407405,129.30585220246812,['MTOR'],0.037380148195357135,GO_Biological_Process_2023
Phosphatidylinositol-Mediated Signaling (GO:0048015),0.030577701961505156,36.30054644808743,126.59758326788086,['PTEN'],0.03779882050290296,GO_Biological_Process_2023
Protein-Containing Complex Disassembly (GO:0032984),0.030577701961505156,36.30054644808743,126.59758326788086,['MYC'],0.03779882050290296,GO_Biological_Process_2023
Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235),0.030577701961505156,36.30054644808743,126.59758326788086,['TP53'],0.03779882050290296,GO_Biological_Process_2023
Phosphatidylinositol Metabolic Process (GO:0046488),0.031063918820932256,35.71326164874552,123.9860268803296,['PTEN'],0.03833742176437005,GO_Biological_Process_2023
Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056),0.03154991620701242,35.14462081128748,121.46628828977606,['MYC'],0.03881099902937184,GO_Biological_Process_2023
Negative Regulation Of Cell Death (GO:0060548),0.03154991620701242,35.14462081128748,121.46628828977606,['AKT1'],0.03881099902937184,GO_Biological_Process_2023
Canonical Wnt Signaling Pathway (GO:0060070),0.0320356942028436,34.59375,119.03379191454992,['PTEN'],0.03921789016122305,GO_Biological_Process_2023
Regulation Of Translational Initiation (GO:0006446),0.0320356942028436,34.59375,119.03379191454992,['MTOR'],0.03921789016122305,GO_Biological_Process_2023
Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509),0.0320356942028436,34.59375,119.03379191454992,['VEGFA'],0.03921789016122305,GO_Biological_Process_2023
Negative Regulation Of Endopeptidase Activity (GO:0010951),0.0325212529076381,34.05982905982906,116.68425597420442,['AKT1'],0.039684294142921725,GO_Biological_Process_2023
Negative Regulation Of Immune Response (GO:0050777),0.0325212529076381,34.05982905982906,116.68425597420442,['AKT1'],0.039684294142921725,GO_Biological_Process_2023
Peptidyl-Tyrosine Phosphorylation (GO:0018108),0.03300659239380316,33.54208754208754,114.41366955149839,['EGFR'],0.040147441709770186,GO_Biological_Process_2023
Negative Regulation Of Cellular Catabolic Process (GO:0031330),0.03300659239380316,33.54208754208754,114.41366955149839,['MTOR'],0.040147441709770186,GO_Biological_Process_2023
Telomere Maintenance (GO:0000723),0.03349171276321553,33.039800995024876,112.21827165973407,['PTEN'],0.04067233597964894,GO_Biological_Process_2023
Establishment Of Protein Localization To Membrane (GO:0090150),0.033976614095502004,32.552287581699346,110.09453231300331,['EGFR'],0.041129585484028744,GO_Biological_Process_2023
Regulation Of Endopeptidase Activity (GO:0052548),0.033976614095502004,32.552287581699346,110.09453231300331,['AKT1'],0.041129585484028744,GO_Biological_Process_2023
Regulation Of Notch Signaling Pathway (GO:0008593),0.03446129648195661,32.07890499194847,108.03913520130237,['AKT1'],0.041583663004459565,GO_Biological_Process_2023
Regulation Of Actin Filament-Based Process (GO:0032970),0.03446129648195661,32.07890499194847,108.03913520130237,['MTOR'],0.041583663004459565,GO_Biological_Process_2023
Synapse Assembly (GO:0007416),0.03494576000547686,31.61904761904762,106.04896194083372,['PTEN'],0.041835696915074036,GO_Biological_Process_2023
Negative Regulation Of Protein Binding (GO:0032091),0.03494576000547686,31.61904761904762,106.04896194083372,['AKT1'],0.041835696915074036,GO_Biological_Process_2023
Kidney Development (GO:0001822),0.03494576000547686,31.61904761904762,106.04896194083372,['VEGFA'],0.041835696915074036,GO_Biological_Process_2023
Protein Autoubiquitination (GO:0051865),0.03494576000547686,31.61904761904762,106.04896194083372,['BRCA1'],0.041835696915074036,GO_Biological_Process_2023
Myeloid Leukocyte Differentiation (GO:0002573),0.03494576000547686,31.61904761904762,106.04896194083372,['VEGFA'],0.041835696915074036,GO_Biological_Process_2023
Negative Regulation Of Catabolic Process (GO:0009895),0.03543000476018619,31.172143974960875,104.12107765370268,['EGFR'],0.04234861986296271,GO_Biological_Process_2023
DNA Replication (GO:0006260),0.03591403083014349,30.737654320987655,102.25271781730339,['CDK2'],0.042859668868048595,GO_Biological_Process_2023
Import Into Nucleus (GO:0051170),0.03639783830403355,30.315068493150687,100.44127619169979,['AKT1'],0.0433008766030744,GO_Biological_Process_2023
Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806),0.03639783830403355,30.315068493150687,100.44127619169979,['PTEN'],0.0433008766030744,GO_Biological_Process_2023
Regulation Of Fat Cell Differentiation (GO:0045598),0.0368814272661001,29.903903903903903,98.68429377205668,['AKT1'],0.043602808870669744,GO_Biological_Process_2023
Positive Regulation Of Neurogenesis (GO:0050769),0.0368814272661001,29.903903903903903,98.68429377205668,['VEGFA'],0.043602808870669744,GO_Biological_Process_2023
Negative Regulation Of Phosphorylation (GO:0042326),0.0368814272661001,29.903903903903903,98.68429377205668,['PTEN'],0.043602808870669744,GO_Biological_Process_2023
Regulation Of DNA Replication (GO:0006275),0.0368814272661001,29.903903903903903,98.68429377205668,['EGFR'],0.043602808870669744,GO_Biological_Process_2023
Wnt Signaling Pathway (GO:0016055),0.0373647978046119,29.503703703703703,96.97944863399397,['PTEN'],0.04410557003685915,GO_Biological_Process_2023
Regulation Of Innate Immune Response (GO:0045088),0.03833088396798601,28.734487734487736,93.71751271850756,['AKT1'],0.04496621473215051,GO_Biological_Process_2023
Negative Regulation Of Protein Modification Process (GO:0031400),0.03833088396798601,28.734487734487736,93.71751271850756,['PTEN'],0.04496621473215051,GO_Biological_Process_2023
Organonitrogen Compound Catabolic Process (GO:1901565),0.03833088396798601,28.734487734487736,93.71751271850756,['MTOR'],0.04496621473215051,GO_Biological_Process_2023
Cellular Response To Nutrient Levels (GO:0031669),0.03833088396798601,28.734487734487736,93.71751271850756,['MTOR'],0.04496621473215051,GO_Biological_Process_2023
Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322),0.03881359976770236,28.364672364672366,92.15638325126109,['BRCA1'],0.04518331629399707,GO_Biological_Process_2023
Protein Import Into Nucleus (GO:0006606),0.03881359976770236,28.364672364672366,92.15638325126109,['AKT1'],0.04518331629399707,GO_Biological_Process_2023
Response To Insulin (GO:0032868),0.03881359976770236,28.364672364672366,92.15638325126109,['AKT1'],0.04518331629399707,GO_Biological_Process_2023
